"catalogNumber","scientificName","country","locality","minimumAltitudeInMeters","eventDate","recordedBy","otherCatalogNumbers","specimen_image","cover_image","cover_barcode","sheet_type","latitude","longitude","formatted_address"
"FI-HCI-00050181","Meum mutellina Z","","Peterstein, im Altvater - Gebirge (Mähr. Gesenke).","4000'",1863,"Dr. Hegelmeier | Dr. Schweinfurth","FI-HCI-00050181","/CP1_20240402_BATCH_0001/FI-HCI-00050181.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021825.jpg","Folder-FI-HCI-0021825","",,,
"FI-HCI-00050182","Meum mutellina Gaertn","","Auvergne, Laucy.","",1852,"Em. Desvaux","FI-HCI-00050182","/CP1_20240402_BATCH_0001/FI-HCI-00050182.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021825.jpg","Folder-FI-HCI-0021825","",45.7032695,3.3448536,"auvergne, france"
"FI-HCI-00050183","Meum mutellina Gaertn.","","Petit Galibier, au- dessus du Lautaret (Savoie): prairies sous le col, versant savoisien.","2200 m.",1878,"Arvet-Touv. | abb. Chaboisseau | abb. Faure","FI-HCI-00050183","/CP1_20240402_BATCH_0001/FI-HCI-00050183.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021825.jpg","Folder-FI-HCI-0021825","",45.243239,6.158652,"sous le col, 73130 saint-colomban-des-villards, france"
"FI-HCI-00050184","Meum mutellina Gaertn","Suisse","Stockhorn.","",,"collector unknown","FI-HCI-00050184","/CP1_20240402_BATCH_0001/FI-HCI-00050184.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021825.jpg","Folder-FI-HCI-0021825","",46.6939581,7.5372676,"stockhorn, 3762 erlenbach im simmental, switzerland"
"FI-HCI-00050185","Phellandrium mutellina L","Suizzera","Grimsel.","",1832,"Ex herb. Ricasolianum","FI-HCI-00050185","/CP1_20240402_BATCH_0001/FI-HCI-00050185.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021825.jpg","Folder-FI-HCI-0021825","",,,
"FI-HCI-00050186","Meum mutellina Gârtn","","In alpinis Shneeberg.","",1868,"Dr. A. L. Reuss","FI-HCI-00050186","/CP1_20240402_BATCH_0001/FI-HCI-00050186.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021825.jpg","Folder-FI-HCI-0021825","",,,
"FI-HCI-00050187","Meum mutellina Gaertn.","","Aeavadergebirge*: Hohe Heide.","1464 m.",1934,"R. Zaucy*","FI-HCI-00050187","/CP1_20240402_BATCH_0001/FI-HCI-00050187.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021825.jpg","Folder-FI-HCI-0021825","",,,
"FI-HCI-00050188","Meum mutellina Gaertn.","","Gazons de la région alpine Le Grand Arc.","",1906,"A. Chabert","FI-HCI-00050188","/CP1_20240402_BATCH_0001/FI-HCI-00050188.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021825.jpg","Folder-FI-HCI-0021825","",45.566389,6.364722,"grand arc, 73730 saint-paul-sur-isère, france"
"FI-HCI-00050189","Ligusticum mutellina (L.) Crantz","Austria","Galtur, Dintorni di Birkhahnkopf Scisti silicei.","2100 m.",1992,"B. Foggi","FI-HCI-00050189","/CP1_20240402_BATCH_0001/FI-HCI-00050189.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021825.jpg","Folder-FI-HCI-0021825","",46.958901,10.141497,"birkhahn kogel, 6563, austria"
"FI-HCI-00050190","Ligusticum mutellina (l.) Crantz","Austria","Silvretta Gruppe, Dal Lago Silvretta al Vermunt Gletscher Scisti e ghiaioni silicei.","2200 - 2500 m.",1992,"B. Foggi","FI-HCI-00050190","/CP1_20240402_BATCH_0001/FI-HCI-00050190.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021825.jpg","Folder-FI-HCI-0021825","",46.8333333,10.25,"silvretta alps, 7550 scuol, switzerland"
"FI-HCI-00050191","Meum adonidifolium Gay","","La Val In Lignes, prairies fertiles.","",1904,"Karoll","FI-HCI-00050191","/CP1_20240402_BATCH_0001/FI-HCI-00050191.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021826.jpg","Folder-FI-HCI-0021826","",,,
"FI-HCI-00050192","Meum adonidifolium Gay","","Mt Iseran.","",1892,"Alfred Chabert","FI-HCI-00050192","/CP1_20240402_BATCH_0001/FI-HCI-00050192.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021826.jpg","Folder-FI-HCI-0021826","",,,
"FI-HCI-00050193","Meum adonidifolium Gay.","","Mont- Cenis: au pied du Monz-Froid, en face* du Refage no15 et près du chalets du l'Oro à l'extrémité occidentale du Lac.","",1891,"P. Gave","FI-HCI-00050193","/CP1_20240402_BATCH_0001/FI-HCI-00050193.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021826.jpg","Folder-FI-HCI-0021826","",,,
"FI-HCI-00050194","Meum adonidifolium J. Gay","","Mont-Cenis (Savoie): prairies à gauche du col, versant français.","2100 m.",1884,"Arvet-T | abbé Faure","FI-HCI-00050194","/CP1_20240402_BATCH_0001/FI-HCI-00050194.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021826.jpg","Folder-FI-HCI-0021826","",45.2375251,6.9280553,"mont cenis lake, 73480 val-cenis, france"
"FI-HCI-00050195","Ligusticum piliferum Hk. f.","","Southern Alps.","2- 6000 ft.",1873,"collector unknown","FI-HCI-00050195","/CP1_20240402_BATCH_0001/FI-HCI-00050195.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021827.jpg","Folder-FI-HCI-0021827","",-43.5,170.5,"southern alps, canterbury 7999, new zealand"
"FI-HCI-00050196","Ligusticum pyrenaicum Gou","","Gèdre (Hautes Pyrénées): Ad ripas.","1000 m.",1876,"Bordère","FI-HCI-00050196","/CP1_20240402_BATCH_0001/FI-HCI-00050196.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","Folder-FI-HCI-0021828","",42.786403,0.019136,"gèdre, 65120 gavarnie-gèdre, france"
"FI-HCI-00050197","Ligusticum pyrenaicum","","Terrain d'alluvion, à Gèdre, Hautes- Pyrénées.","1000 m",1881,"","FI-HCI-00050197","/CP1_20240402_BATCH_0001/FI-HCI-00050197.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","Folder-FI-HCI-0021828","",42.786403,0.019136,"gèdre, 65120 gavarnie-gèdre, france"
"FI-HCI-00050198","Ligusticum pyrenaeum Gouan","","Monastère de St-Martin-de- Canigou (Pyr.-Orient.): autour des ruines.","",1881,"Mlles Guillon","FI-HCI-00050198","/CP1_20240402_BATCH_0001/FI-HCI-00050198.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","Folder-FI-HCI-0021828","",42.5282041,2.4009883,"66820 casteil, france"
"FI-HCI-00050199","Ligusticum pyrenaeum Spreng. Umbell.","","In Pyrennees oriental. ad Mont Lories.*","",1836,"Bubani","FI-HCI-00050199","/CP1_20240402_BATCH_0001/FI-HCI-00050199.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","Folder-FI-HCI-0021828","Multisheet",42.6012912,2.539603,"pyrénées-orientales, france"
"FI-HCI-00050200","","","","",,"collector unknown","FI-HCI-00050200","/CP1_20240402_BATCH_0001/FI-HCI-00050200.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","Folder-FI-HCI-0021828","Multisheet",,,
"FI-HCI-00050201","Ligusticum pyreneum Gou.","","Prades* (Pyr. Or).","",,"ex herb. Jordan","FI-HCI-00050201","/CP1_20240402_BATCH_0001/FI-HCI-00050201.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","Folder-FI-HCI-0021828","Multisheet",42.617718,2.423231,"66500 prades, france"
"FI-HCI-00050202","","","","",,"collector unknown","FI-HCI-00050202","/CP1_20240402_BATCH_0001/FI-HCI-00050202.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","Folder-FI-HCI-0021828","Multisheet",,,
"FI-HCI-00050203","Lygusticum pyrenaenium (Gouan)","","Du coté de S. Vincent près le Vernet Pyreum orient.","",1847,"Auguste De S Hilairy","FI-HCI-00050203","/CP1_20240402_BATCH_0001/FI-HCI-00050203.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","Folder-FI-HCI-0021828","",,,
"FI-HCI-00050204","Ligusticum pyrenaicum Gou.","","Regnum Granaterse, Sierra Nevada, locis dorasis* umbrosis in valle flum. Monachil pr. S. Geronimo.","15 - 1600 m.",1879,"Huter | Porta | Rigo","FI-HCI-00050204","/CP1_20240402_BATCH_0001/FI-HCI-00050204.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","Folder-FI-HCI-0021828","",37.0931959,-3.3952372,"18196 sierra nevada, granada, spain"
"FI-HCI-00050205","Ligusticum pyrenaeum Gouan","","Jaco.","",,"collector unknown","FI-HCI-00050205","/CP1_20240402_BATCH_0001/FI-HCI-00050205.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","Folder-FI-HCI-0021828","",,,
"FI-HCI-00050206","Endressia pyrenaica","","Col de La Perche (Eyne) Pyr. Orientalese terrain granitique.","",1883,"collector unknown","FI-HCI-00050206","/CP1_20240402_BATCH_0001/FI-HCI-00050206.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","Folder-FI-HCI-0021828","",42.495948,2.092264,"col de la perche, 66210 la cabanasse, france"
"FI-HCI-00050207","Endressia pyrenaica Gay","","Vaella Cerd. Esp. (Catalogne, Pyr. Or.).","2035 m.",1882,"E. Vayreda","FI-HCI-00050207","/CP1_20240402_BATCH_0001/FI-HCI-00050207.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","Folder-FI-HCI-0021828","",41.5911589,1.5208624,"catalonia, spain"
"FI-HCI-00050208","Endressia pyrenaica Gay","","Pyrenees orientales, Valleé d'Eyne.","",1892,"Ex herb. G. Vidal","FI-HCI-00050208","/CP1_20240402_BATCH_0001/FI-HCI-00050208.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","Folder-FI-HCI-0021828","",42.4694999,2.0819893,"reserva natural de la vall d'eina, unnamed road, 66800 eyne, france"
"FI-HCI-00050209","Ligusticum pyrenaicum Gouan Bord","","Gèdre.","",,"Bordère","FI-HCI-00050209","/CP1_20240402_BATCH_0001/FI-HCI-00050209.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","Folder-FI-HCI-0021828","",42.786403,0.019136,"gèdre, 65120 gavarnie-gèdre, france"
"FI-HCI-00050210","Ligusticum pyrenaeum Gouan","","Bords du chemin entre le Chaos* Livillage* de Gararmi (htes Pyrénees). ","",1863,"!","FI-HCI-00050210","/CP1_20240402_BATCH_0001/FI-HCI-00050210.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","Folder-FI-HCI-0021828","",43.199267,0.224767,"65190 bordes, france"
"FI-HCI-00050211","Ligusticum pyrenaicum Gou.","","Gèdre (Hautes Pyrénées): Ad ripas (Gave).","1000 m.",1875,"Bordère","FI-HCI-00050211","/CP1_20240402_BATCH_0001/FI-HCI-00050211.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","Folder-FI-HCI-0021828","",42.786403,0.019136,"gèdre, 65120 gavarnie-gèdre, france"
"FI-HCI-00050215","Ligusticum pyrenaeum Gouan","","Gavarnie (Htes Pyr).","",1863,"Gavelle","FI-HCI-00050215","/CP1_20240402_BATCH_0001/FI-HCI-00050215.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021828.jpg","Folder-FI-HCI-0021828","",42.732219,-0.00941,"gavarnie, 65120 gavarnie-gèdre, france"
"FI-HCI-00050216","Ligusticum pyrenaicum Gouan.","","Pirenei - Hautes Pyrenèes Centrales Da Gèdre a Luz.","",1954,"G. Moggi","FI-HCI-00050216","/CP1_20240402_BATCH_0001/FI-HCI-00050216.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","",42.873542,-0.002869,"65120 luz-saint-sauveur, france"
"FI-HCI-00050217","Ligusticum pyrenaicum Gou","","Gèdre (Hautes Pyrénées): Ad ripas (Gave).","1000 m.",1875,"Bordère","FI-HCI-00050217","/CP1_20240402_BATCH_0001/FI-HCI-00050217.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","Multisheet",42.786403,0.019136,"gèdre, 65120 gavarnie-gèdre, france"
"FI-HCI-00050218","","","","",,"collector unknown","FI-HCI-00050218","/CP1_20240402_BATCH_0001/FI-HCI-00050218.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","Multisheet",,,
"FI-HCI-00050219","Ligusticum pyrenaicum Gou.","","Gèdre (Hautes Pyrénées): Ad ripas(Gave).","1000 m.",1875,"Bordère","FI-HCI-00050219","/CP1_20240402_BATCH_0001/FI-HCI-00050219.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","",42.786403,0.019136,"gèdre, 65120 gavarnie-gèdre, france"
"FI-HCI-00050220","Ligusticum pyrenaicum Gouan","","Pyr. orient. edit. ad Mont Lorief*.","",1836,"Bubani","FI-HCI-00050220","/CP1_20240402_BATCH_0001/FI-HCI-00050220.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","",,,
"FI-HCI-00050221","Ligusticum pyrenaeum Gn","","Pyrénées-Orientales, Ria, coteaux.","",1897,"Fre Sennen","FI-HCI-00050221","/CP1_20240402_BATCH_0001/FI-HCI-00050221.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","",42.6012912,2.539603,"pyrénées-orientales, france"
"FI-HCI-00050222","Endressia pyrenaica Gay.","","Vaella Cerd. Esp. (Catalogne, Pyr.Or.).","2035 m.",1882,"E. Vayreda","FI-HCI-00050222","/CP1_20240402_BATCH_0001/FI-HCI-00050222.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","",41.5911589,1.5208624,"catalonia, spain"
"FI-HCI-00050224","Ligusticum pyrenaicum","","Terrain d'alluvion, à Gèdre, Hautes-Pyrénées. ","1000 m",1881,"Don De Bordêre, Gèdre","FI-HCI-00050224","/CP1_20240402_BATCH_0001/FI-HCI-00050224.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","Multisheet",42.786403,0.019136,"gèdre, 65120 gavarnie-gèdre, france"
"FI-HCI-00050225","","","","",,"collector unknown","FI-HCI-00050225","/CP1_20240402_BATCH_0001/FI-HCI-00050225.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","Multisheet",,,
"FI-HCI-00050226","Endressia pyrenaica Gay.","","Col de La Perche (Eyne) Pyr. Orienales terrain grantique. ","",1883,"Don De Bordère (Gèdre)","FI-HCI-00050226","/CP1_20240402_BATCH_0001/FI-HCI-00050226.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","",42.495948,2.092264,"col de la perche, 66210 la cabanasse, france"
"FI-HCI-00050228","Endressia pyrenaica Gay","","","",1892,"Valleé d Eyne","FI-HCI-00050228","/CP1_20240402_BATCH_0001/FI-HCI-00050228.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","",,,
"FI-HCI-00050229","Endressia pyrenaica Gay","","Valleé d' Eyne. ","",1892,"Valleé J Eyne ","FI-HCI-00050229","/CP1_20240402_BATCH_0001/FI-HCI-00050229.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","",42.4694999,2.0819893,"reserva natural de la vall d'eina, unnamed road, 66800 eyne, france"
"FI-HCI-00050230","Endressia pyrenaica Gay.","","Truiries de la guillane en Capsir gyr. Orient.","",1879,"Timbal - Layrave","FI-HCI-00050230","/CP1_20240402_BATCH_0001/FI-HCI-00050230.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","",,,
"FI-HCI-00050231","Endressia pyrenaica Gay.","","Pyren, Orient à la guillame capsir.","",1877,"Timbal* ","FI-HCI-00050231","/CP1_20240402_BATCH_0001/FI-HCI-00050231.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","",,,
"FI-HCI-00050232","Endressia pyrenaica L. Gay.","","Pyren, Orient à la guillame capsir.","",1852,"William Barbey","FI-HCI-00050232","/CP1_20240402_BATCH_0001/FI-HCI-00050232.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","",,,
"FI-HCI-00050233","Ligusticum pyrenaicum","","Pentes herboso- rocoilleuses audessus de St. Thomas et andessous de st. Louis (Pyrenées orientales) et aux environo de gedre, (Pyrenées centrales).","",1860,"Leresche","FI-HCI-00050233","/CP1_20240402_BATCH_0001/FI-HCI-00050233.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","",42.6012912,2.539603,"pyrénées-orientales, france"
"FI-HCI-00050234","Ligusticum pyrenaicum (Gou)","","Gêdre Chte Pyrenneés.","",1864,"Bordére","FI-HCI-00050234","/CP1_20240402_BATCH_0001/FI-HCI-00050234.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","",42.786403,0.019136,"gèdre, 65120 gavarnie-gèdre, france"
"FI-HCI-00050235","Ligusticum pyrenaicum Gouan","","Sables du bord du Gave, dans la formation calcaitre de la vallée à Gèdre (Hautes-pyrénées).","1200 m.",1858,"Bordère","FI-HCI-00050235","/CP1_20240402_BATCH_0001/FI-HCI-00050235.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","Multisheet",42.786403,0.019136,"gèdre, 65120 gavarnie-gèdre, france"
"FI-HCI-00050236","","","","",,"collector unknown","FI-HCI-00050236","/CP1_20240402_BATCH_0001/FI-HCI-00050236.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","Multisheet",,,
"FI-HCI-00050237","Angelica pyrenaica","","Graines lunardi de voss.*                         ","",,"Collector unknow","FI-HCI-00050238","/CP1_20240402_BATCH_0001/FI-HCI-00050238.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","Folder-FI-HCI-0021830","",,,
"FI-HCI-00050239","Augelica pyreucea Spring","","Auvergne, La guery.","",1852,"Desvaux","FI-HCI-00050239","/CP1_20240402_BATCH_0001/FI-HCI-00050239.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","Folder-FI-HCI-0021830","",45.6135255,2.8261829,"le guéry, france"
"FI-HCI-00050240","Euvrefna* pyrenaica Gay ","","Val d' lynes* (Pyrénées).","",," Dr. Lavran ","FI-HCI-00050240","/CP1_20240402_BATCH_0001/FI-HCI-00050240.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","Folder-FI-HCI-0021830","",42.6681804,1.0011899,"pyrenees"
"FI-HCI-00050242","Endrofia pyrenaica Gay","","Montifouif* In Pyramaifa* orientaliluf*.","",1837,"Dubouis","FI-HCI-00050242","/CP1_20240402_BATCH_0001/FI-HCI-00050242.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","Folder-FI-HCI-0021830","Multisheet",,,
"FI-HCI-00050243","","","","",,"collector unknown","FI-HCI-00050243","/CP1_20240402_BATCH_0001/FI-HCI-00050243.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","Folder-FI-HCI-0021830","Multisheet",,,
"FI-HCI-00050244","Ligusticum pyrenaicum (Gou) v. carnosulum Port et Rig","Hispanieum","Prov. Almeria. Sierra de Maria.","1000-1200 m. ",1895,"ex herb. Alfred Chabert ","FI-HCI-00050244","/CP1_20240402_BATCH_0001/FI-HCI-00050244.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","Folder-FI-HCI-0021830","",37.6669444,-2.24,"sierra de maria, 04825, almería, spain"
"FI-HCI-00050245","Endressia pyrenaica Gay,","","Col de la Perche (Pyrénées-Orient.): pelouses.","1600 m. ",1883,"Naudeillo | F. Lacroix ","FI-HCI-00050245","/CP1_20240402_BATCH_0001/FI-HCI-00050245.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","Folder-FI-HCI-0021830","",42.495948,2.092264,"col de la perche, 66210 la cabanasse, france"
"FI-HCI-00050246","Endressia pyrenaica (Gay.)","","Vallée d'Eynes (Pyr. Orient).","",1872,"Bordère.","FI-HCI-00050246","/CP1_20240402_BATCH_0001/FI-HCI-00050246.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","Folder-FI-HCI-0021830","",42.4694999,2.0819893,"reserva natural de la vall d'eina, unnamed road, 66800 eyne, france"
"FI-HCI-00050247","Ligusticum pyrenaeum Gouan","Spain","Camarena, lieux incultes et boisés, sur le calcair.","1500 m",1892,"Elisée Reverchon","FI-HCI-00050247","/CP1_20240402_BATCH_0001/FI-HCI-00050247.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","Folder-FI-HCI-0021830","",,,
"FI-HCI-00050248","Ligusticum pyrenaicum Gou. ","Hispanieum","Regn. Granatense: Sierra Nevada, in pascuis ad flum en monaihi","1900 m.",1891,"Porta | Rigo ","FI-HCI-00050248","/CP1_20240402_BATCH_0001/FI-HCI-00050248.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","Folder-FI-HCI-0021830","",37.0924307,-3.1620578,"sierra nevada, 18451, granada, spain"
"FI-HCI-00050249","Ligusticum Pyrenaeum Gouan.","","Monastère de St-Martin- de Canigou (Pyr. -Orient.): autour des ruines.","",1881,"Miles Guillon. ","FI-HCI-00050249","/CP1_20240402_BATCH_0001/FI-HCI-00050249.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","Folder-FI-HCI-0021830","",42.5282041,2.4009883,"66820 casteil, france"
"FI-HCI-00050250","Ligusticum pyrenaicum Gou.","Hispanieum ","Regn. Granatense: Sierra Nevada, in pascuis ad flum en monaihil.","1900 m.",1891,"Porta | Rigo","FI-HCI-00050250","/CP1_20240402_BATCH_0001/FI-HCI-00050250.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","Folder-FI-HCI-0021830","",37.0924307,-3.1620578,"sierra nevada, 18451, granada, spain"
"FI-HCI-00050251","Ligusticum pyrenaicum (Gou.)","","Gèdre (Hautes-Pyrénées.). ","",1878,"Bordère","FI-HCI-00050251","/CP1_20240402_BATCH_0001/FI-HCI-00050251.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","Folder-FI-HCI-0021830","",42.786403,0.019136,"gèdre, 65120 gavarnie-gèdre, france"
"FI-HCI-00050252","Ligusticum pyrenaeum Gouan","","Bocailles á Gedre, htr. Pyrenées.","",1856,"Bordère","FI-HCI-00050252","/CP1_20240402_BATCH_0001/FI-HCI-00050252.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","Folder-FI-HCI-0021830","",42.786403,0.019136,"gèdre, 65120 gavarnie-gèdre, france"
"FI-HCI-00050253","Ligusticum pyrenaicum Gouan","","In Gyrenaei (Orientaliba) prope Veiniese.","",1841,"Accmier*","FI-HCI-00050253","/CP1_20240402_BATCH_0001/FI-HCI-00050253.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","Folder-FI-HCI-0021830","",,,
"FI-HCI-00050254","Ligusticum pyrenaicum Gouan","","Pirenée orientali a Mont Zoric. ","",1837,"P. Bubani ","FI-HCI-00050254","/CP1_20240402_BATCH_0001/FI-HCI-00050254.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","Folder-FI-HCI-0021830","",,,
"FI-HCI-00050255","Ligusticum scoticum","Japon ","","",1895,"R. P. Faurie","FI-HCI-00050255","/CP1_20240402_BATCH_0001/FI-HCI-00050255.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021831.jpg","Folder-FI-HCI-0021831","",,,
"FI-HCI-00050256","Haloscias scoticum Fr.","Norvegia","N. Trondlijem, Banheim. ","",1890,"E. J*. R. Lillieskould","FI-HCI-00050256","/CP1_20240402_BATCH_0001/FI-HCI-00050256.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021832.jpg","Folder-FI-HCI-0021832","",63.4305149,10.3950528,"trondheim, norway"
"FI-HCI-00050257","Haloscias scoticum Fr.","Norvegia","!","",1867,"V. Moe ","FI-HCI-00050257","/CP1_20240402_BATCH_0001/FI-HCI-00050257.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021832.jpg","Folder-FI-HCI-0021832","",,,
"FI-HCI-00050258","Ligusticum scoticum L.","","In iusulo Staffa.","",1902,"Stéphen Sommier ","FI-HCI-00050258","/CP1_20240402_BATCH_0001/FI-HCI-00050258.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021832.jpg","Folder-FI-HCI-0021832","",,,
"FI-HCI-00050259","Haloscias scoticum Fr.","Norvegia","Kaafjord - Alten Stromsnaes* in litore marino.","",1879,"Stéphen Sommier ","FI-HCI-00050259","/CP1_20240402_BATCH_0001/FI-HCI-00050259.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021832.jpg","Folder-FI-HCI-0021832","",,,
"FI-HCI-00050260","Haloscias scoticum Fr.","Norvegia","Kaafjord - Alten Stromsnaes* in litore marino.","",1879,"Stéphen Sommier ","FI-HCI-00050260","/CP1_20240402_BATCH_0001/FI-HCI-00050260.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021832.jpg","Folder-FI-HCI-0021832","",,,
"FI-HCI-00050261","Haloscias scoticum Fr.","Norvegia","Badø- narvlandia in solo turfoso inter rupes maritimas.","",1878,"Stéphen Sommier ","FI-HCI-00050261","/CP1_20240402_BATCH_0001/FI-HCI-00050261.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021832.jpg","Folder-FI-HCI-0021832","",,,
"FI-HCI-00050262","Haloscias scoticum Fr.","Norvegia","Rafsbotten - alteafjord In litori marino. ","",1879,"Stéphen Sommier ","FI-HCI-00050262","/CP1_20240402_BATCH_0001/FI-HCI-00050262.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021832.jpg","Folder-FI-HCI-0021832","",70.0200033,23.5301866,"rafsbotn, norway"
